study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_sd	mean_se	comments	mean_unit	value_unit
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	0.14	hour						positive values: -27.38 	mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	0.5600579	hour		0.0005695022438503869					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	0.9102375	hour		0.0029754200496529873					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	1.7907792	hour		0.005292183096470506					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	2.6114993	hour		0.007654303760977224					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	3.7468214	hour		0.009174303933084636					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	5.87365	hour		0.002777747587269214					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	8.11216	hour		0.0024329706169620453					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	9.737604	hour		0.004296717696514394					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	11.86931	hour		0.0023674697628790118					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	23.85561	hour		0.004076840366072465					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	36.63874	hour		0.0011379569989630525					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	48.38374	hour		0.001818681829329684					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	72.36716	hour		0.0007890713514304275					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	96.51504	hour		0.00042820851243260906					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	120.52912	hour		0.00021265667152870098					mole/meter^3	ug/L
Huh2021		SYO150_P2	7.0	SYO150	concentration	sorafenib	plasma	LC MS/MS	SYO150_P2	168.40395	hour		0.00010856278048129835					mole/meter^3	ug/L
